question,question_id,question_type,answer,focus,id,source,url,cui,semanticType,semanticGroup
What are the treatments for Aplastic Anemia ?,0000006-6,treatment,"Treatments for aplastic anemia include blood transfusions, blood and marrow stem cell transplants, and medicines. These treatments can prevent or limit complications, relieve symptoms, and improve quality of life.                Blood and marrow stem cell transplants may cure the disorder in some people who are eligible for a transplant. Removing a known cause of aplastic anemia, such as exposure to a toxin, also may cure the condition.                Who Needs Treatment                People who have mild or moderate aplastic anemia may not need treatment as long as the condition doesn't get worse. People who have severe aplastic anemia need medical treatment right away to prevent complications.                People who have very severe aplastic anemia need emergency medical care in a hospital. Very severe aplastic anemia can be fatal if it's not treated right away.                Blood Transfusions                Blood transfusions can help keep blood cell counts at acceptable levels. A blood transfusion is a common procedure in which blood is given to you through an intravenous (IV) line in one of your blood vessels.                Transfusions require careful matching of donated blood with the recipient's blood.                Blood transfusions help relieve the symptoms of aplastic anemia, but they're not a permanent treatment.                Blood and Marrow Stem Cell Transplants                A blood and marrow stem cell transplant replaces damaged stem cells with healthy ones from another person (a donor).                During the transplant, which is like a blood transfusion, you get donated stem cells through a tube placed in a vein in your chest. Once the stem cells are in your body, they travel to your bone marrow and begin making new blood cells.                Blood and marrow stem cell transplants may cure aplastic anemia in people who can have this type of treatment. The transplant works best in children and young adults with severe aplastic anemia who are in good health and who have matched donors.                Older people may be less able to handle the treatments needed to prepare the body for the transplant. They're also more likely to have complications after the transplant.                If you have aplastic anemia, talk with your doctor about whether a blood and marrow stem cell transplant is an option for you.                Medicines                If you have aplastic anemia, your doctor may prescribe medicines to:                Stimulate your bone marrow                Suppress your immune system                Prevent and treat infections                Medicines To Stimulate Bone Marrow                Man-made versions of substances that occur naturally in the body can stimulate the bone marrow to make more blood cells. Examples of these types of medicines include erythropoietin and colony-stimulating factors.                These medicines have some risks. You and your doctor will work together to decide whether the benefits of these medicines outweigh the risks. If this treatment works well, it can help you avoid the need for blood transfusions.                Medicines To Suppress the Immune System                Research suggests that aplastic anemia may sometimes occur because the body's immune system attacks its own cells by mistake. For this reason, your doctor may prescribe medicines to suppress your immune system.                These medicines allow your bone marrow to start making blood cells again. They also may help you avoid the need for blood transfusions.                Medicines that suppress the immune system don't cure aplastic anemia. However, they can relieve its symptoms and reduce complications. These medicines often are used for people who can't have blood and marrow stem cell transplants or who are waiting for transplants.                Three medicinesoften given togethercan suppress the body's immune system. They are antithymocyte globulin (ATG), cyclosporine, and methylprednisolone.                It may take a few months to notice the effects of these medicines. Most often, as blood cell counts rise, symptoms lessen. Blood cell counts in people who respond well to these medicines usually don't reach normal levels. However, the blood cell counts often are high enough to allow people to do their normal activities.                People who have aplastic anemia may need long-term treatment with these medicines.                Medicines that suppress the immune system can have side effects. They also may increase the risk of developing leukemia (lu-KE-me-ah) or myelodysplasia (MI-e-lo-dis-PLA-ze-ah; MDS). Leukemia is a cancer of the blood cells. MDS is a condition in which the bone marrow makes too many faulty blood cells.                Medicines To Prevent and Treat Infections                If you have aplastic anemia, you might be at risk for infections due to low white blood cell counts. Your doctor may prescribe antibiotic and antiviral medicines to prevent and treat infections.",Aplastic Anemia,0000006,NHLBI,http://www.nhlbi.nih.gov/health/health-topics/topics/aplastic,C0002874,T047,Disorders
What is (are) ARDS ?,0000007-1,information,"ARDS, or acute respiratory distress syndrome, is a lung condition that leads to low oxygen levels in the blood. ARDS can be life threatening because your body's organs need oxygen-rich blood to work well.                People who develop ARDS often are very ill with another disease or have major injuries. They might already be in the hospital when they develop ARDS.                Overview                To understand ARDS, it helps to understand how the lungs work. When you breathe, air passes through your nose and mouth into your windpipe. The air then travels to your lungs' air sacs. These sacs are called alveoli (al-VEE-uhl-eye).                Small blood vessels called capillaries (KAP-ih-lare-ees) run through the walls of the air sacs. Oxygen passes from the air sacs into the capillaries and then into the bloodstream. Blood carries the oxygen to all parts of the body, including the body's organs.                In ARDS, infections, injuries, or other conditions cause fluid to build up in the air sacs. This prevents the lungs from filling with air and moving enough oxygen into the bloodstream.                As a result, the body's organs (such as the kidneys and brain) don't get the oxygen they need. Without oxygen, the organs may not work well or at all.                People who develop ARDS often are in the hospital for other serious health problems. Rarely, people who aren't hospitalized have health problems that lead to ARDS, such as severe pneumonia.                If you have trouble breathing, call your doctor right away. If you have severe shortness of breath, call 911.                Outlook                More people are surviving ARDS now than in the past. One likely reason for this is that treatment and care for the condition have improved. Survival rates for ARDS vary depending on age, the underlying cause of ARDS, associated illnesses, and other factors.                Some people who survive recover completely. Others may have lasting damage to their lungs and other health problems.                Researchers continue to look for new and better ways to treat ARDS.",ARDS,0000007,NHLBI,http://www.nhlbi.nih.gov/health/health-topics/topics/ards,C0035222,T047,Disorders
What causes ARDS ?,0000007-3,causes,"Many conditions or factors can directly or indirectly injure the lungs and lead to ARDS. Some common ones are:                Sepsis. This is a condition in which bacteria infect the bloodstream.                Pneumonia. This is an infection in the lungs.                Severe bleeding caused by an injury to the body.                An injury to the chest or head, like a severe blow.                Breathing in harmful fumes or smoke.                Inhaling vomited stomach contents from the mouth.                It's not clear why some very sick or seriously injured people develop ARDS and others don't. Researchers are trying to find out why ARDS develops and how to prevent it.",ARDS,0000007,NHLBI,http://www.nhlbi.nih.gov/health/health-topics/topics/ards,C0035222,T047,Disorders
Who is at risk for ARDS? ?,0000007-4,susceptibility,"People at risk for ARDS have a condition or illness that can directly or indirectly injure their lungs.                Direct Lung Injury                Conditions that can directly injure the lungs include:                Pneumonia. This is an infection in the lungs.                Breathing in harmful fumes or smoke.                Inhaling vomited stomach contents from the mouth.                Using a ventilator. This is a machine that helps people breathe; rarely, it can injure the lungs.                Nearly drowning.                Indirect Lung Injury                Conditions that can indirectly injure the lungs include:                Sepsis. This is a condition in which bacteria infect the bloodstream.                Severe bleeding caused by an injury to the body or having many blood transfusions.                An injury to the chest or head, such as a severe blow.                Pancreatitis (PAN-kre-a-TI-tis). This is a condition in which the pancreas becomes irritated or infected. The pancreas is a gland that releases enzymes and hormones.                Fat embolism (EM-bo-lizm). This is a condition in which fat blocks an artery. A physical injury, like a broken bone, can lead to a fat embolism.                Drug reaction.",ARDS,0000007,NHLBI,http://www.nhlbi.nih.gov/health/health-topics/topics/ards,C0035222,T047,Disorders
What are the symptoms of ARDS ?,0000007-5,symptoms,"The first signs and symptoms of ARDS are feeling like you can't get enough air into your lungs, rapid breathing, and a low blood oxygen level.                Other signs and symptoms depend on the cause of ARDS. They may occur before ARDS develops. For example, if pneumonia is causing ARDS, you may have a cough and fever before you feel short of breath.                Sometimes people who have ARDS develop signs and symptoms such as low blood pressure, confusion, and extreme tiredness. This may mean that the body's organs, such as the kidneys and heart, aren't getting enough oxygen-rich blood.                People who develop ARDS often are in the hospital for other serious health problems. Rarely, people who aren't hospitalized have health problems that lead to ARDS, such as severe pneumonia.                If you have trouble breathing, call your doctor right away. If you have severe shortness of breath, call 911.                Complications From ARDS                If you have ARDS, you can develop other medical problems while in the hospital. The most common problems are:                 Infections. Being in the hospital and lying down for a long time can put you at risk for infections, such as pneumonia. Being on a ventilator also puts you at higher risk for infections.                A pneumothorax (collapsed lung). This is a condition in which air or gas collects in the space around the lungs. This can cause one or both lungs to collapse. The air pressure from a ventilator can cause this condition.                Lung scarring. ARDS causes the lungs to become stiff (scarred). It also makes it hard for the lungs to expand and fill with air. Being on a ventilator also can cause lung scarring.                Blood clots. Lying down for long periods can cause blood clots to form in your body. A blood clot that forms in a vein deep in your body is called a deep vein thrombosis. This type of blood clot can break off, travel through the bloodstream to the lungs, and block blood flow. This condition is called pulmonary embolism.",ARDS,0000007,NHLBI,http://www.nhlbi.nih.gov/health/health-topics/topics/ards,C0035222,T047,Disorders
How to diagnose ARDS ?,0000007-6,exams and tests,"Your doctor will diagnose ARDS based on your medical history, a physical exam, and test results.                Medical History                Your doctor will ask whether you have or have recently had conditions that could lead to ARDS. For a list of these conditions, go to ""Who Is at Risk for ARDS?""                Your doctor also will ask whether you have heart problems, such as heart failure. Heart failure can cause fluid to build up in your lungs.                Physical Exam                ARDS may cause abnormal breathing sounds, such as crackling. Your doctor will listen to your lungs with a stethoscope to hear these sounds.                He or she also will listen to your heart and look for signs of extra fluid in other parts of your body. Extra fluid may mean you have heart or kidney problems.                Your doctor will look for a bluish color on your skin and lips. A bluish color means your blood has a low level of oxygen. This is a possible sign of ARDS.                Diagnostic Tests                You may have ARDS or another condition that causes similar symptoms. To find out, your doctor may recommend one or more of the following tests.                Initial Tests                The first tests done are:                An arterial blood gas test. This blood test measures the oxygen level in your blood using a sample of blood taken from an artery. A low blood oxygen level might be a sign of ARDS.                Chest x ray. This test creates pictures of the structures in your chest, such as your heart, lungs, and blood vessels. A chest x ray can show whether you have extra fluid in your lungs.                Blood tests, such as a complete blood count, blood chemistries, and blood cultures. These tests help find the cause of ARDS, such as an infection.                A sputum culture. This test is used to study the spit you've coughed up from your lungs. A sputum culture can help find the cause of an infection.                Other Tests                Other tests used to diagnose ARDS include:                Chest computed tomography (to-MOG-rah-fee) scan, or chest CT scan. This test uses a computer to create detailed pictures of your lungs. A chest CT scan may show lung problems, such as fluid in the lungs, signs of pneumonia, or a tumor.                Heart tests that look for signs of heart failure. Heart failure is a condition in which the heart can't pump enough blood to meet the body's needs. This condition can cause fluid to build up in your lungs.",ARDS,0000007,NHLBI,http://www.nhlbi.nih.gov/health/health-topics/topics/ards,C0035222,T047,Disorders
What are the treatments for ARDS ?,0000007-7,treatment,"ARDS is treated in a hospital's intensive care unit. Current treatment approaches focus on improving blood oxygen levels and providing supportive care. Doctors also will try to pinpoint and treat the underlying cause of the condition.                Oxygen Therapy                One of the main goals of treating ARDS is to provide oxygen to your lungs and other organs (such as your brain and kidneys). Your organs need oxygen to work properly.                Oxygen usually is given through nasal prongs or a mask that fits over your mouth and nose. However, if your oxygen level doesn't rise or it's still hard for you to breathe, your doctor will give you oxygen through a breathing tube. He or she will insert the flexible tube through your mouth or nose and into your windpipe.                Before inserting the tube, your doctor will squirt or spray a liquid medicine into your throat (and possibly your nose) to make it numb. Your doctor also will give you medicine through an intravenous (IV) line in your bloodstream to make you sleepy and relaxed.                The breathing tube will be connected to a machine that supports breathing (a ventilator). The ventilator will fill your lungs with oxygen-rich air.                Your doctor will adjust the ventilator as needed to help your lungs get the right amount of oxygen. This also will help prevent injury to your lungs from the pressure of the ventilator.                You'll use the breathing tube and ventilator until you can breathe on your own. If you need a ventilator for more than a few days, your doctor may do a tracheotomy (tra-ke-OT-o-me).                This procedure involves making a small cut in your neck to create an opening to the windpipe. The opening is called a tracheostomy (TRA-ke-OS-to-me). Your doctor will place the breathing tube directly into the windpipe. The tube is then connected to the ventilator.                For more information, go to the Health Topics Oxygen Therapy article.                Supportive Care                Supportive care refers to treatments that help relieve symptoms, prevent complications, or improve quality of life. Supportive approaches used to treat ARDS include:                Medicines to help you relax, relieve discomfort, and treat pain.                Ongoing monitoring of heart and lung function (including blood pressure and gas exchange).                Nutritional support. People who have ARDS often suffer from malnutrition. Thus, extra nutrition may be given through a feeding tube.                Treatment for infections. People who have ARDS are at higher risk for infections, such as pneumonia. Being on a ventilator also increases the risk of infections. Doctors use antibiotics to treat pneumonia and other infections.                Prevention of blood clots. Lying down for long periods can cause blood clots to form in the deep veins of your body. These clots can travel to your lungs and block blood flow (a condition called pulmonary embolism). Blood-thinning medicines and other treatments, such as compression stocking (stockings that create gentle pressure up the leg), are used to prevent blood clots.                Prevention of intestinal bleeding. People who receive long-term support from a ventilator are at increased risk of bleeding in the intestines. Medicines can reduce this risk.                Fluids. You may be given fluids to improve blood flow through your body and to provide nutrition. Your doctor will make sure you get the right amount of fluids. Fluids usually are given through an IV line inserted into one of your blood vessels.",ARDS,0000007,NHLBI,http://www.nhlbi.nih.gov/health/health-topics/topics/ards,C0035222,T047,Disorders
What is (are) Arrhythmia ?,0000008-1,information,"Espaol                An arrhythmia (ah-RITH-me-ah) is a problem with the rate or rhythm of the heartbeat. During an arrhythmia, the heart can beat too fast, too slow, or with an irregular rhythm.                A heartbeat that is too fast is called tachycardia (TAK-ih-KAR-de-ah). A heartbeat that is too slow is called bradycardia (bray-de-KAR-de-ah).                Most arrhythmias are harmless, but some can be serious or even life threatening. During an arrhythmia, the heart may not be able to pump enough blood to the body. Lack of blood flow can damage the brain, heart, and other organs.                Understanding the Heart's Electrical System                To understand arrhythmias, it helps to understand the heart's internal electrical system. The heart's electrical system controls the rate and rhythm of the heartbeat.                With each heartbeat, an electrical signal spreads from the top of the heart to the bottom. As the signal travels, it causes the heart to contract and pump blood.                Each electrical signal begins in a group of cells called the sinus node or sinoatrial (SA) node. The SA node is located in the heart's upper right chamber, the right atrium (AY-tree-um). In a healthy adult heart at rest, the SA node fires off an electrical signal to begin a new heartbeat 60 to 100 times a minute.                From the SA node, the electrical signal travels through special pathways in the right and left atria. This causes the atria to contract and pump blood into the heart's two lower chambers, the ventricles (VEN-trih-kuls).                The electrical signal then moves down to a group of cells called the atrioventricular (AV) node, located between the atria and the ventricles. Here, the signal slows down just a little, allowing the ventricles time to finish filling with blood.                The electrical signal then leaves the AV node and travels along a pathway called the bundle of His. This pathway divides into a right bundle branch and a left bundle branch. The signal goes down these branches to the ventricles, causing them to contract and pump blood to the lungs and the rest of the body.                The ventricles then relax, and the heartbeat process starts all over again in the SA node. (For more information about the heart's electrical system, including detailed animations, go to the Health Topics How the Heart Works article.)                A problem with any part of this process can cause an arrhythmia. For example, in atrial fibrillation (A-tre-al fi-bri-LA-shun), a common type of arrhythmia, electrical signals travel through the atria in a fast and disorganized way. This causes the atria to quiver instead of contract.                Outlook                There are many types of arrhythmia. Most arrhythmias are harmless, but some are not. The outlook for a person who has an arrhythmia depends on the type and severity of the arrhythmia.                Even serious arrhythmias often can be successfully treated. Most people who have arrhythmias are able to live normal, healthy lives.",Arrhythmia,0000008,NHLBI,http://www.nhlbi.nih.gov/health/health-topics/topics/arr,C0003811,T033,Disorders
What causes Arrhythmia ?,0000008-4,causes,"An arrhythmia can occur if the electrical signals that control the heartbeat are delayed or blocked. This can happen if the special nerve cells that produce electrical signals don't work properly. It also can happen if the electrical signals don't travel normally through the heart.                An arrhythmia also can occur if another part of the heart starts to produce electrical signals. This adds to the signals from the special nerve cells and disrupts the normal heartbeat.                Smoking, heavy alcohol use, use of some drugs (such as cocaine or amphetamines), use of some prescription or over-the-counter medicines, or too much caffeine or nicotine can lead to arrhythmias in some people.                Strong emotional stress or anger can make the heart work harder, raise blood pressure, and release stress hormones. Sometimes these reactions can lead to arrhythmias.                A heart attack or other condition that damages the heart's electrical system also can cause arrhythmias. Examples of such conditions include high blood pressure, coronary heart disease, heart failure, an overactive or underactive thyroid gland (too much or too little thyroid hormone produced), and rheumatic heart disease.                Congenital (kon-JEN-ih-tal) heart defects can cause some arrhythmias, such as Wolff-Parkinson-White syndrome. The term ""congenital means the defect is present at birth.                Sometimes the cause of arrhythmias is unknown.",Arrhythmia,0000008,NHLBI,http://www.nhlbi.nih.gov/health/health-topics/topics/arr,C0003811,T033,Disorders
Who is at risk for Arrhythmia? ?,0000008-5,susceptibility,"Arrhythmias are very common in older adults. Atrial fibrillation (a common type of arrhythmia that can cause problems) affects millions of people, and the number is rising.                Most serious arrhythmias affect people older than 60. This is because older adults are more likely to have heart disease and other health problems that can lead to arrhythmias.                Older adults also tend to be more sensitive to the side effects of medicines, some of which can cause arrhythmias. Some medicines used to treat arrhythmias can even cause arrhythmias as a side effect.                Some types of arrhythmia happen more often in children and young adults. Paroxysmal supraventricular tachycardia (PSVT), including Wolff-Parkinson-White syndrome, is more common in young people. PSVT is a fast heart rate that begins and ends suddenly.                Major Risk Factors                Arrhythmias are more common in people who have diseases or conditions that weaken the heart, such as:                Heart attack                Heart failure or cardiomyopathy, which weakens the heart and changes the way electrical signals move through the heart                Heart tissue that's too thick or stiff or that hasn't formed normally                Leaking or narrowed heart valves, which make the heart work too hard and can lead to heart failure                Congenital heart defects (defects present at birth) that affect the heart's structure or function                Other conditions also can raise the risk for arrhythmias, such as:                High blood pressure                Infections that damage the heart muscle or the sac around the heart                Diabetes, which increases the risk of high blood pressure and coronary heart disease                Sleep apnea, which can stress the heart because the heart doesn't get enough oxygen                An overactive or underactive thyroid gland (too much or too little thyroid hormone in the body)                Several other risk factors also can raise your risk for arrhythmias. Examples include heart surgery, certain drugs (such as cocaine or amphetamines), or an imbalance of chemicals or other substances (such as potassium) in the bloodstream.",Arrhythmia,0000008,NHLBI,http://www.nhlbi.nih.gov/health/health-topics/topics/arr,C0003811,T033,Disorders
What are the symptoms of Arrhythmia ?,0000008-6,symptoms,"Many arrhythmias cause no signs or symptoms. When signs or symptoms are present, the most common ones are:                Palpitations (feelings that your heart is skipping a beat, fluttering, or beating too hard or fast)                A slow heartbeat                An irregular heartbeat                Feeling pauses between heartbeats                More serious signs and symptoms include:                Anxiety                Weakness, dizziness, and light-headedness                Fainting or nearly fainting                Sweating                Shortness of breath                Chest pain",Arrhythmia,0000008,NHLBI,http://www.nhlbi.nih.gov/health/health-topics/topics/arr,C0003811,T033,Disorders
How to diagnose Arrhythmia ?,0000008-7,exams and tests,"Arrhythmias can be hard to diagnose, especially the types that only cause symptoms every once in a while. Doctors diagnose arrhythmias based on medical and family histories, a physical exam, and the results from tests and procedures.                Specialists Involved                Doctors who specialize in the diagnosis and treatment of heart diseases include:                Cardiologists. These doctors diagnose and treat adults who have heart problems.                Pediatric cardiologists. These doctors diagnose and treat babies, children, and youth who have heart problems.                Electrophysiologists. These doctors are cardiologists or pediatric cardiologists who specialize in arrhythmias.                Medical and Family Histories                To diagnose an arrhythmia, your doctor may ask you to describe your symptoms. He or she may ask whether you feel fluttering in your chest and whether you feel dizzy or light-headed.                Your doctor also may ask whether you have other health problems, such as a history of heart disease, high blood pressure, diabetes, or thyroid problems. He or she may ask about your family's medical history, including whether anyone in your family:                Has a history of arrhythmias                Has ever had heart disease or high blood pressure                Has died suddenly                Has other illnesses or health problems                Your doctor will likely want to know what medicines you're taking, including over-the-counter medicines and supplements.                Your doctor may ask about your health habits, such as physical activity, smoking, or using alcohol or drugs (for example, cocaine). He or she also may want to know whether you've had emotional stress or anger.                Physical Exam                During a physical exam, your doctor may:                Listen to the rate and rhythm of your heartbeat                Listen to your heart for a heart murmur (an extra or unusual sound heard during your heartbeat)                Check your pulse to find out how fast your heart is beating                Check for swelling in your legs or feet, which could be a sign of an enlarged heart or heart failure                Look for signs of other diseases, such as thyroid disease, that could be causing the problem                Diagnostic Tests and Procedures                EKG (Electrocardiogram)                An EKG is a simple, painless test that detects and records the heart's electrical activity. It's the most common test used to diagnose arrhythmias.                An EKG shows how fast the heart is beating and its rhythm (steady or irregular). It also records the strength and timing of electrical signals as they pass through the heart.                A standard EKG only records the heartbeat for a few seconds. It won't detect arrhythmias that don't happen during the test.                To diagnose arrhythmias that come and go, your doctor may have you wear a portable EKG monitor. The two most common types of portable EKGs are Holter and event monitors.                Holter and Event Monitors                A Holter monitor records the heart's electrical signals for a full 24- or 48-hour period. You wear one while you do your normal daily activities. This allows the monitor to record your heart for a longer time than a standard EKG.                An event monitor is similar to a Holter monitor. You wear an event monitor while doing your normal activities. However, an event monitor only records your heart's electrical activity at certain times while you're wearing it.                For many event monitors, you push a button to start the monitor when you feel symptoms. Other event monitors start automatically when they sense abnormal heart rhythms.                Some event monitors are able to send data about your heart's electrical activity to a central monitoring station. Technicians at the station review the information and send it to your doctor. You also can use the device to report any symptoms you're having.                You can wear an event monitor for weeks or until symptoms occur.                Other Tests                Other tests also are used to help diagnose arrhythmias.                Blood tests. Blood tests check the level of substances in the blood, such as potassium and thyroid hormone. Abnormal levels of these substances can increase your chances of having an arrhythmia.                Chest x ray. A chest x ray is a painless test that creates pictures of the structures in your chest, such as your heart and lungs. This test can show whether your heart is enlarged.                Echocardiography. This test uses sound waves to create a moving picture of your heart. Echocardiography (echo) provides information about the size and shape of your heart and how well your heart chambers and valves are working.                The test also can identify areas of poor blood flow to the heart, areas of heart muscle that aren't contracting normally, and previous injury to the heart muscle caused by poor blood flow.                There are several types of echo, including stress echo. This test is done both before and after a stress test (see below). A stress echo usually is done to find out whether you have decreased blood flow to your heart, a sign of coronary heart disease (CHD).                A transesophageal (tranz-ih-sof-uh-JEE-ul) echo, or TEE, is a special type of echo that takes pictures of the heart through the esophagus. The esophagus is the passage leading from your mouth to your stomach.                Stress test. Some heart problems are easier to diagnose when your heart is working hard and beating fast. During stress testing, you exercise to make your heart work hard and beat fast while heart tests are done. If you can't exercise, you may be given medicine to make your heart work hard and beat fast.                The heart tests done during stress testing may include nuclear heart scanning, echo, and positron emission tomography (PET) scanning of the heart.                Electrophysiology study (EPS). This test is used to assess serious arrhythmias. During an EPS, a thin, flexible wire is passed through a vein in your groin (upper thigh) or arm to your heart. The wire records your heart's electrical signals.                Your doctor can use the wire to electrically stimulate your heart and trigger an arrhythmia. This allows your doctor to see whether an antiarrhythmia medicine can stop the problem.                Catheter ablation, a procedure used to treat some arrhythmias, may be done during an EPS.                Tilt table testing. This test sometimes is used to help find the cause of fainting spells. You lie on a table that moves from a lying down to an upright position. The change in position may cause you to faint.                Your doctor watches your symptoms, heart rate, EKG reading, and blood pressure throughout the test. He or she may give you medicine and then check your response to the medicine.                Coronary angiography. Coronary angiography uses dye and special x rays to show the inside of your coronary arteries. To get the dye into your coronary arteries, your doctor will use a procedure called cardiac catheterization (KATH-e-ter-ih-ZA-shun).                A thin, flexible tube called a catheter is put into a blood vessel in your arm, groin (upper thigh), or neck. The tube is threaded into your coronary arteries, and the dye is released into your bloodstream.                Special x rays are taken while the dye is flowing through your coronary arteries. The dye lets your doctor study the flow of blood through your heart and blood vessels. This helps your doctor find blockages that can cause a heart attack.                Implantable loop recorder. This device detects abnormal heart rhythms. Minor surgery is used to place this device under the skin in the chest area.                An implantable loop recorder helps doctors figure out why a person may be having palpitations or fainting spells, especially if these symptoms don't happen very often. The device can be used for as long as 12 to 24 months.",Arrhythmia,0000008,NHLBI,http://www.nhlbi.nih.gov/health/health-topics/topics/arr,C0003811,T033,Disorders
What are the treatments for Arrhythmia ?,0000008-8,treatment,"Common arrhythmia treatments include medicines, medical procedures, and surgery. Your doctor may recommend treatment if your arrhythmia causes serious symptoms, such as dizziness, chest pain, or fainting.                Your doctor also may recommend treatment if the arrhythmia increases your risk for problems such as heart failure, stroke, or sudden cardiac arrest.                Medicines                Medicines can slow down a heart that's beating too fast. They also can change an abnormal heart rhythm to a normal, steady rhythm. Medicines that do this are called antiarrhythmics.                Some of the medicines used to slow a fast heart rate are beta blockers (such as metoprolol and atenolol), calcium channel blockers (such as diltiazem and verapamil), and digoxin (digitalis). These medicines often are used to treat atrial fibrillation (AF).                Some of the medicines used to restore a normal heart rhythm are amiodarone, sotalol, flecainide, propafenone, dofetilide, ibutilide, quinidine, procainamide, and disopyramide. These medicines often have side effects. Some side effects can make an arrhythmia worse or even cause a different kind of arrhythmia.                Currently, no medicine can reliably speed up a slow heart rate. Abnormally slow heart rates are treated with pacemakers.                People who have AF and some other arrhythmias may be treated with blood-thinning medicines. These medicines reduce the risk of blood clots forming. Warfarin (Coumadin), dabigatran, heparin, and aspirin are examples of blood-thinning medicines.                Medicines also can control an underlying medical condition that might be causing an arrhythmia, such as heart disease or a thyroid condition.                Medical Procedures                Some arrhythmias are treated with pacemakers. A pacemaker is a small device that's placed under the skin of your chest or abdomen to help control abnormal heart rhythms.                Pacemakers have sensors that detect the heart's electrical activity. When the device senses an abnormal heart rhythm, it sends electrical pulses to prompt the heart to beat at a normal rate.                Some arrhythmias are treated with a jolt of electricity to the heart. This type of treatment is called cardioversion or defibrillation, depending on which type of arrhythmia is being treated.                Some people who are at risk for ventricular fibrillation are treated with a device called an implantable cardioverter defibrillator (ICD). Like a pacemaker, an ICD is a small device that's placed under the skin in the chest. This device uses electrical pulses or shocks to help control life-threatening arrhythmias.                An ICD continuously monitors the heartbeat. If it senses a dangerous ventricular arrhythmia, it sends an electric shock to the heart to restore a normal heartbeat.                A procedure called catheter ablation is used to treat some arrhythmias if medicines don't work. During this procedure, a thin, flexible tube is put into a blood vessel in your arm, groin (upper thigh), or neck. Then, the tube is guided to your heart.                A special machine sends energy through the tube to your heart. The energy finds and destroys small areas of heart tissue where abnormal heart rhythms may start. Catheter ablation usually is done in a hospital as part of an electrophysiology study.                Your doctor may recommend transesophageal echocardiography before catheter ablation to make sure no blood clots are present in the atria (the heart's upper chambers).                Surgery                Doctors treat some arrhythmias with surgery. This may occur if surgery is already being done for another reason, such as repair of a heart valve.                One type of surgery for AF is called maze surgery. During this surgery, a surgeon makes small cuts or burns in the atria. These cuts or burns prevent the spread of disorganized electrical signals.                If coronary heart disease is the cause of your arrhythmia, your doctor may recommend coronary artery bypass grafting. This surgery improves blood flow to the heart muscle.                Other Treatments                Vagal maneuvers are another type of treatment for arrhythmia. These simple exercises sometimes can stop or slow down certain types of supraventricular arrhythmias. They do this by affecting the vagus nerve, which helps control the heart rate.                Some vagal maneuvers include:                Gagging                Holding your breath and bearing down (Valsalva maneuver)                Immersing your face in ice-cold water                Coughing                Putting your fingers on your eyelids and pressing down gently                Vagal maneuvers aren't an appropriate treatment for everyone. Discuss with your doctor whether vagal maneuvers are an option for you.",Arrhythmia,0000008,NHLBI,http://www.nhlbi.nih.gov/health/health-topics/topics/arr,C0003811,T033,Disorders
