question,question_id,question_type,answer
What are the symptoms of Celiac Disease ?,0000088-6,symptoms,"Signs and symptoms of celiac disease vary from person to person because of numerous factors, including
                
- the length of time a person was breastfed as an infant; some studies have shown that the longer an infant was breastfed, the later the symptoms of celiac disease appear  - the age a person started eating gluten  - the amount of gluten a person eats  - agesymptoms can vary between young children and adults  - the degree of damage to the small intestine
                
Some people with celiac disease have no signs or symptoms; however, they can still develop complications of the disease over time. Long-term complications include
                
- malnutrition  - liver diseases  - intestinal cancer  - lymphoma"
How to diagnose Celiac Disease ?,0000088-8,exams and tests,"A health care provider diagnoses celiac disease with
                
- a medical and family history  - a physical exam  - blood tests  - an intestinal biopsy  - a skin biopsy
                
Medical and Family History
                
Taking a medical and family history may help a health care provider diagnose celiac disease. He or she will ask the patient or caregiver to provide a medical and family history, specifically if anyone in the patient's family has a history of celiac disease.
                
Physical Exam
                
A physical exam may help diagnose celiac disease. During a physical exam, a health care provider usually
                
- examines the patient's body for malnutrition or a rash  - uses a stethoscope to listen to sounds within the abdomen  - taps on the patient's abdomen checking for bloating and pain
                
Blood Tests
                
A blood test involves drawing blood at a health care provider's office or a commercial facility and sending the sample to a lab for analysis. A blood test can show the presence of antibodies that are common in celiac disease.
                
If blood test results are negative and a health care provider still suspects celiac disease, he or she may order additional blood tests, which can affect test results.
                
Before the blood tests, patients should continue to eat a diet that includes foods with gluten, such as breads and pastas. If a patient stops eating foods with gluten before being tested, the results may be negative for celiac disease even if the disease is present.
                
Intestinal Biopsy
                
If blood tests suggest that a patient has celiac disease, a health care provider will perform a biopsy of the patient's small intestine to confirm the diagnosis. A biopsy is a procedure that involves taking a piece of tissue for examination with a microscope. A health care provider performs the biopsy in an outpatient center or a hospital. He or she will give the patient light sedation and a local anesthetic. Some patients may receive general anesthesia.
                
During the biopsy, a health care provider removes tiny pieces of tissue from the patient's small intestine using an endoscopea small, flexible camera with a light. The health care provider carefully feeds the endoscope down the patient's esophagus and into the stomach and small intestine. A small camera mounted on the endoscope transmits a video image to a monitor, allowing close examination of the intestinal lining. The health care provider then takes the samples using tiny tools that he or she passes through the endoscope. A pathologista doctor who specializes in examining tissues to diagnose diseasesexamines the tissue in a lab. The test can show damage to the villi in the small intestine.
                
Skin Biopsy
                
When a health care provider suspects that a patient has dermatitis herpetiformis, he or she will perform a skin biopsy. A skin biopsy is a procedure that involves removing tiny pieces of skin tissue for examination with a microscope. A health care provider performs the biopsy in an outpatient center or a hospital. The patient receives a local anesthetic; however, in some cases, the patient will require general anesthesia.
                
A pathologist examines the skin tissue in a lab and checks the tissue for antibodies that are common in celiac disease. If the skin tissue tests positive for the antibodies, a health care provider will perform blood tests to confirm celiac disease. If the skin biopsy and blood tests both suggest celiac disease, the patient may not need an intestinal biopsy for diagnosis.
                

                
Genetic Tests   In some cases, a health care provider will order genetic blood tests to confirm or rule out a diagnosis of celiac disease. Most people with celiac disease have gene pairs that contain at least one of the human leukocyte antigen (HLA) gene variants.4 However, these variants are also common in people without celiac disease, so their presence alone cannot diagnose celiac disease.   If a biopsy and other blood tests do not give a clear diagnosis of celiac disease, a health care provider may test a patient for HLA gene variants. If the gene variants are not present, celiac disease is unlikely."
How to diagnose Celiac Disease ?,0000088-9,exams and tests,"In some cases, a health care provider will order genetic blood tests to confirm or rule out a diagnosis of celiac disease. Most people with celiac disease have gene pairs that contain at least one of the human leukocyte antigen (HLA) gene variants.4 However, these variants are also common in people without celiac disease, so their presence alone cannot diagnose celiac disease.
                
If a biopsy and other blood tests do not give a clear diagnosis of celiac disease, a health care provider may test a patient for HLA gene variants. If the gene variants are not present, celiac disease is unlikely."
What are the treatments for Celiac Disease ?,0000088-11,treatment,"Most people with celiac disease have a significant improvement in symptoms when they follow a gluten-free diet. Health care providers typically refer people to a dietitian who specializes in treating people with the disease. The dietitian will teach the person to avoid gluten while following a healthy and nutritious diet. The dietitian will give the person instructions for how to
                
- read food and product labels and identify ingredients that contain gluten  - make healthy choices about the types of foods to eat  - design everyday meal plans
                
For most people, following a gluten-free diet will stop symptoms, heal existing intestinal damage, and prevent further damage. Symptoms may improve within days to weeks of starting the diet. The small intestine usually heals in 3 to 6 months in children. Complete healing can take several years in adults. Once the intestine heals, the villi will absorb nutrients from food into the bloodstream normally.
                
Some people with celiac disease show no improvement after starting a gluten-free diet. The most common reason for poor response to dietary changes is that people are still consuming small amounts of gluten, which can damage the small intestineeven in people without symptoms. Most people start responding to the gluten-free diet once they find and eliminate hidden sources of gluten from their diet. Hidden sources of gluten include additives made with wheat, such as
                
- modified food starch  - preservatives  - stabilizers
                

                
Did you know that medications and nonfood products may contain gluten?   Medications, supplements, and other products may also contain lecithin, a hidden source of gluten. People with celiac disease should ask a pharmacist about the ingredients in   - prescription and over-the-counter medications   - vitamins and mineral supplements   - herbal and nutritional supplements    Other products can be ingested or transferred from a person's hands to his or her mouth. Reading product labels can help people avoid gluten exposure. If a product's label does not list its ingredients, the manufacturer should provide a list upon request.   Products that can contain gluten include   - lipstick, lip gloss, and lip balm   - cosmetics   - skin and hair products   - toothpaste and mouthwash   - glue on stamps and envelopes   - children's modeling dough, such as Play-Doh
                
Some people who continue to have symptoms even after changing their diet may have other conditions or disorders that are more common in people with celiac disease. These conditions may include
                
- small intestinal bacterial overgrowth, which happens when too many bacteria grow in the small intestine  - pancreatic exocrine insufficiency, in which the pancreas does not produce enough digestive juice  - microscopic colitis, an inflammation of the colon that a health care provider can see only with a microscope  - IBS  - lactose intolerance, a condition in which people have symptoms after consuming milk or milk products  - other food intolerances, which may occur because of continued damage to the intestine
                
In some cases, people continue to have difficulty absorbing nutrients despite following a strict gluten-free diet. People with this condition, known as refractory celiac disease, have severely damaged intestines that cannot heal. Their intestines are not absorbing enough nutrients, so they may need to receive nutrients intravenously. Researchers continue to evaluate medications to treat refractory celiac disease.
                
Depending on a person's age at diagnosis, some complications of celiac disease will not improve, such as short stature and dental enamel defects.
                
For people with dermatitis herpetiformis, skin symptoms generally respond to a gluten-free diet and may recur if a person adds gluten back into his or her diet. Medications such as dapsone can control the rash's symptoms. Dapsone does not treat intestinal symptoms or damage, so people with dermatitis herpetiformis should maintain a gluten-free diet, even if they don't have digestive symptoms. Even when a person follows a gluten-free diet, the skin lesions from dermatitis herpetiformis may take months or even years to fully heal and often recur over the years."
What to do for Celiac Disease ?,0000088-13,considerations,"Eating, diet, and nutrition play a significant role in treating celiac disease. People with the disease should maintain a gluten-free diet by avoiding products that contain gluten. In other words, a person with celiac disease should not eat most grains, pasta, and cereal, and many processed foods.
                
People with celiac disease can eat a wellbalanced diet with a variety of foods. They can use potato, rice, soy, amaranth, quinoa, buckwheat, or bean flour instead of wheat flour. They can buy gluten-free bread, pasta, and other products from stores, or order products from special food companies. Meanwhile, ""plain""meaning no additives or seasoningsmeat, fish, rice, fruits, and vegetables do not contain gluten, so people with celiac disease can eat these foods.
                
In the past, health care providers and dietitians advised people with celiac disease to avoid eating oats. Evidence suggests that most people with the disease can safely eat small amounts of oats, as long as the oats are not contaminated with wheat gluten during processing. People with celiac disease should talk with their health care team when deciding whether to include oats in their diet.
                
Eating out and shopping can be a challenge. Newly diagnosed people and their families may find support groups helpful as they adjust to a new approach to eating. People with celiac disease should
                
- read food labelsespecially canned, frozen, and processed foodsfor ingredients that contain gluten  - avoid ingredients such as hydrolyzed vegetable protein, also called lecithin or soy lecithin  - ask restaurant servers and chefs about ingredients and food preparation inquire whether a gluten-free menu is available  - ask a dinner or party host about glutenfree options before attending a social gathering
                
Foods that are packaged as gluten-free tend to cost more than the same foods containing gluten. People following a gluten-free diet may find that naturally gluten-free foods are less expensive. With practice, looking for gluten can become second nature.
                
The Gluten-free Diet: Some Examples
                
The Academy of Nutrition and Dietetics has published recommendations for a glutenfree diet. The following chart illustrates these recommendations. This list is not complete, so people with celiac disease should discuss gluten-free food choices with a dietitian or health care professional who specializes in celiac disease. People with celiac disease should always read food ingredient lists carefully to make sure the food does not contain gluten.
                
Table 1. Gluten-free foods and foods that contain gluten
                
Foods and Ingredients That Contain Gluten         barley rye triticale (a cross between wheat and rye) wheat, including          - including einkorn, emmer, spelt, kamut      - wheat starch, wheat bran, wheat germ, cracked wheat, hydrolyzed wheat protein        brewer's yeast dextrin malt (unless a gluten-free source is named, such as corn malt) modified food starch oats (not labeled gluten-free) starch         Other Wheat Products That Contain Gluten         bromated flour durum flour enriched flour farina    graham flour phosphated flour plain flour    self-rising flour semolina white flour        Processed Foods That May Contain Wheat, Barley, or Rye*         bouillon cubes brown rice syrup candy chewing gum chips/potato chips cold cuts, hot dogs, salami, sausage    communion wafers french fries gravies imitation fish matzo and matzo meal rice mixes    sauces seasoned tortilla chips self-basting turkey soups soy sauce vegetables in sauce        *Most of these foods can be found gluten-free. When in doubt, check with the food manufacturer.         Food Products and Ingredients Made from Barley*         ale beer malt malt beverages    malted milk malt extract malt syrup malt vinegar    other fermented beverages porter stout        *People should only consume these foods if they are labeled gluten-freesuch as sorghum-based beeror they list a grain source other than barley, wheat, or ryesuch as corn malt.         Foods That Do Not Contain Gluten         amaranth arrowroot buckwheat cassava corn flax    legumes lentils millet nuts oats (labeled gluten-free) potatoes    quinoa rice sago seeds sorghum soy    tapioca tef (or teff) wild rice yucca
                

                
Food Labeling Requirements   On August 2, 2013, the U.S. Food and Drug Administration (FDA) published a new regulation defining the term ""glutenfree"" for voluntary food labeling. This new federal definition standardizes the meaning of ""gluten-free"" foods regulated by the FDA. Foods regulated by the U.S. Department of Agriculture, including meat and egg products, are not subject to this regulation. The regulation requires that any food with the term ""gluten-free"" on the label must meet all of the requirements of the definition, including that the food should contain fewer than 20 parts per million of gluten. The FDA rule also requires foods with the claims ""no gluten,"" ""free of gluten,"" and ""without gluten"" to meet the definition for ""gluten-free.""   If a food that is labeled ""gluten-free"" includes ""wheat"" on the ingredients list or ""contains wheat"" after the list, the following statement must be included on the label: ""The wheat has been processed to allow this food to meet the Food and Drug Administration requirements for gluten-free food."" If this statement is included, people with celiac disease may consume foods labeled ""gluten-free."""
What to do for Celiac Disease ?,0000088-15,considerations,"- Celiac disease is an immune disorder in which people cannot tolerate gluten because it damages the lining of their small intestine and prevents absorption of nutrients.  - When people with celiac disease eat foods or use products containing gluten, their immune system responds by damaging or destroying villithe tiny, fingerlike projections on the inner lining of the small intestine.  - A person may experience digestive signs and symptoms, or symptoms in other parts of the body.  - Recognizing celiac disease can be difficult because some of its symptoms are similar to those of other diseases and conditions.  - Dermatitis herpetiformis is a chronic, itchy, blistering skin rashusually on the elbows, knees, buttocks, back, or scalpthat affects about 5 to 10 percent of people with celiac disease.  - Signs and symptoms of celiac disease vary from person to person because of numerous factors.  - Some people with celiac disease have no signs or symptoms; however, they can still develop complications of the disease over time. Long-term complications include malnutrition, liver diseases, intestinal cancer, and lymphoma.  - A health care provider diagnoses celiac disease with a medical and family history, a physical exam, blood tests, an intestinal biopsy, and a skin biopsy.  - Since celiac disease sometimes runs in families, blood relatives of people with celiac disease should talk with their health care provider about their chances of getting the disease.  - Most people with celiac disease have a significant improvement in symptoms when they follow a gluten-free diet.  - Health care providers typically refer people to a dietitian who specializes in treating people with the disease.  - The dietitian will give the person instructions for how to read food and product labels and identify ingredients that contain gluten.  - Medications, supplements, and other products may also contain a hidden source of gluten.  - People with celiac disease can eat a wellbalanced diet with a variety of foods."
What is (are) Chronic Diarrhea in Children ?,0000089-1,information,"Diarrhea is loose, watery stools. Chronic, or long lasting, diarrhea typically lasts for more than 4 weeks. Children with chronic diarrhea may have loose, watery stools continually, or diarrhea may come and go. Chronic diarrhea may go away without treatment, or it may be a symptom of a chronic disease or disorder. Treating the disease or disorder can relieve chronic diarrhea.
                
Chronic diarrhea can affect children of any age:
                
- infantsages 0 to 12 months  - toddlersages 1 to 3 years  - preschool-age childrenages 3 to 5 years  - grade school-age childrenages 5 to 12 years  - adolescentsages 12 to 18 years
                
Diarrhea that lasts only a short time is called acute diarrhea. Acute diarrhea, a common problem, usually lasts a few days and goes away on its own. More information about acute diarrhea is provided in the NIDDK health topics:
                
- Diarrhea  - What I need to know about Diarrhea"
What causes Chronic Diarrhea in Children ?,0000089-2,causes,"Many diseases and disorders can cause chronic diarrhea in children. Common causes include
                
- infections  - functional gastrointestinal (GI) disorders  - food allergies and intolerances  - inflammatory bowel disease (IBD)
                
Infections, food allergies and intolerances, and IBD may cause chronic diarrhea along with malabsorption, meaning the small intestine does not absorb nutrients from food. If children do not absorb enough nutrients from the food they eat, they may become malnourished. Functional GI disorders do not cause malabsorption.
                
Infections
                
Infections from viruses, bacteria, or parasites sometimes lead to chronic diarrhea. After an infection, some children have problems digesting carbohydrates, such as lactose, or proteins, such as milk or soy proteins. These problems can cause prolonged diarrheaoften for up to 6 weeksafter an infection. Also, some bacteria and parasite infections that cause diarrhea do not go away quickly without treatment.
                
More information about infections that cause diarrhea is provided in the NIDDK health topics:
                
- Viral Gastroenteritis  - Foodborne Illnesses
                
Small intestinal bacterial overgrowth may also cause chronic diarrhea. Normally, few bacteria live in the small intestine, and many bacteria live in the large intestine. Small intestinal bacterial overgrowth is an increase in the number of bacteria or a change in the type of bacteria in the small intestine. These bacteria can cause diarrhea, gas, cramping, and weight loss. Small intestinal bacterial overgrowth is often related to diseases or disorders that damage the digestive system or affect how it works, such as Crohns disease or diabetes. Small intestinal bacterial overgrowth is also more common in people who have had abdominal surgery or who have slow-moving intestines.
                
Functional Gastrointestinal Disorders
                
In functional GI disorders, symptoms are caused by changes in how the GI tract works. The GI tract is a series of hollow organs joined in a long, twisting tube from the mouth to the anusthe opening through which stool leaves the body. The GI tract digests, or breaks down, food and processes solid waste.
                
Children with a functional GI disorder have frequent symptoms, yet the GI tract does not become damaged. Functional GI disorders are not diseases; they are groups of symptoms that occur together.
                
Two functional GI disorders that cause chronic diarrhea in children are toddlers diarrhea and irritable bowel syndrome (IBS).
                
Toddlers diarrhea. Toddlers diarrheaalso called functional diarrhea or chronic nonspecific diarrhea of childhoodis a common cause of chronic diarrhea in toddlers and preschool-age children. Children with this disorder pass three or more loose stools a day and do not have any other symptoms. They typically are growing well and gaining weight, and are healthy.
                
Toddlers diarrhea develops between the ages of 6 months and 3 years, and it usually goes away on its own by the time children begin grade school. Researchers think a diet with too much sugarsuch as the sugar found in fruit juicerelative to the amount of fat and fiber may cause toddlers diarrhea.
                
IBS. The most common symptoms of IBS are abdominal pain or discomfort, often reported as cramping, along with changes in bowel habits, such as diarrhea. The pain or discomfort of IBS typically gets better with the passage of stool or gas. IBS does not cause symptoms such as weight loss, vomiting, or blood in the stool.
                
Possible causes include problems with nerves in the intestines, problems with nerve signals between the brain and the intestines, changes in how food moves through the intestines, and hypersensitivity to pain. Psychological problems, such as anxiety and depression, or food sensitivity may also play a role.
                
IBS is a common cause of chronic diarrhea in grade school-age children and adolescents. Health care providers rarely diagnose IBS in younger children because younger children are not able to report symptoms of pain or discomfort. More information is provided in the NIDDK health topics:
                
- Irritable Bowel Syndrome  - Irritable Bowel Syndrome in Children
                
Food Allergies and Intolerances
                
Food allergies, celiac disease, lactose intolerance, and dietary fructose intolerance are common causes of chronic diarrhea.
                
Food allergies. A food allergy is a reaction by the immune system, the bodys natural defense system, to one or more proteins in certain foods. The immune system normally protects the body from infection by identifying and destroying bacteria, viruses, and other potentially harmful foreign substances that can cause illness. In food allergies, however, the immune system responds abnormally to certain foods.
                
Cows milk and soy allergies are the most common food allergies that affect the GI tract in children. Food allergies usually appear in the first year of life. Many children outgrow cows milk and soy allergies by age 3. Allergies to other foods, such as cereal grains, eggs, or seafood, may also affect the GI tract.
                
Symptoms of food allergies may include diarrhea, vomiting, and weight loss or poor weight gain. Some children have mild symptoms, while others have severe or life-threatening symptoms. For example, some children have severe vomiting and diarrhea that lead to dehydration, which means the body lacks enough fluid and electrolytesminerals in salts, including sodium, potassium, and chlorideto function properly.
                
Celiac disease. Celiac disease is an autoimmune disease in which people cannot tolerate gluten. A chronic reaction to gluten damages the lining of their small intestine and prevents absorption of nutrients. Gluten is a protein found in wheat, rye, and barley and in vitamin and nutrient supplements, lip balms, communion wafers, and certain medications.
                
Children of any age can experience digestive symptoms of celiac disease or have symptoms in other parts of the body. Digestive symptoms can include
                
- chronic diarrhea  - abdominal bloating  - stomach pain  - gas  - vomiting  - constipation  - pale, foul-smelling, or fatty stool
                
Malabsorption of nutrients during the years when nutrition is critical to a childs normal growth and development can result in other health problems. These problems may include
                
- failure to thrive in infants  - slowed growth and short stature  - weight loss  - irritability or mood changes  - delayed puberty  - dental enamel defects of the permanent teeth  - anemia, a condition in which red blood cells are fewer or smaller than normal, which prevents the bodys cells from getting enough oxygen  - low levels of important nutrients such as iron and calcium
                
More information is provided in the NIDDK health topics:
                
- Celiac Disease  - What I need to know about Celiac Disease
                
Lactose intolerance. Lactose intolerance is a condition in which people have digestive symptomssuch as bloating, gas, and diarrheaafter consuming milk or milk products. Lactose is a sugar found in milk or milk products. Lactase, an enzyme produced by the small intestine, breaks down lactose into two simpler forms of sugar: glucose and galactose. The bloodstream then absorbs these simpler sugars.
                
Some children have a lactase deficiency, meaning the small intestine produces low levels of lactase and cannot digest much lactose. Lactase deficiency may cause lactose malabsorption. In children with lactose malabsorption, undigested lactose passes to the colon, where bacteria break down the lactose and create fluid and gas.
                
Not all children with lactase deficiency and lactose malabsorption have digestive symptoms. Experts use the term lactose intolerance when lactase deficiency and lactose malabsorption cause digestive symptoms.
                
The most common type of lactase deficiency develops over time, beginning after about age 2, when the body begins to produce less lactase. Children who have lactase deficiency may not experience symptoms of lactose intolerance until late adolescence or adulthood.
                
Infants rarely have lactose intolerance at birth. People sometimes mistake cows milk allergy, which can cause diarrhea in infants, for lactose intolerance. Congenital lactase deficiencyan extremely rare inherited genetic disorder in which the small intestine produces little or no lactase enzyme at birthcan cause lactose intolerance in infants. Premature infants may experience lactose intolerance for a short time after birth. Children of any age may develop temporary lactose intolerance after a viral diarrheal episode or other infection.
                
More information is provided in the NIDDK health topics:
                
- Lactose Intolerance  - What I need to know about Lactose Intolerance
                
Dietary fructose intolerance. Dietary fructose intolerance is a condition in which people have digestive symptomssuch as bloating, gas, and diarrheaafter consuming foods that contain fructose. Fructose is a sugar found in fruits, fruit juices, and honey. Fructose is also added to many foods and soft drinks as a sweetener called high fructose corn syrup.
                
Fructose malabsorption causes dietary fructose intolerance. The small intestine absorbs fructose, and, when a person consumes more fructose than the small intestine can absorb, fructose malabsorption results. Unabsorbed fructose passes to the colon, where bacteria break down the fructose and create fluid and gas.
                
The amount of fructose that a childs small intestine can absorb varies. The capacity of the small intestine to absorb fructose increases with age. Some children may be able to tolerate more fructose as they get older.
                
Another type of fructose intolerance, hereditary fructose intolerance, is not related to fructose malabsorption. Hereditary fructose intolerance is an extremely rare inherited genetic disorder. Children with this disorder lack an enzyme needed to break down fructose. Symptoms of hereditary fructose intolerance may include abdominal pain, vomiting, and diarrhea. This disorder can also damage the liver and kidneys.
                
Inflammatory Bowel Disease
                
Inflammatory bowel disease causes irritation and inflammation in the intestines. The two main types of IBD are ulcerative colitis and Crohns disease. These disorders can affect children at any age; however, they commonly begin in the grade school years or in adolescence. The causes of IBD are unknown. Researchers believe they result from an abnormal immune system reaction.
                
Ulcerative colitis. Ulcerative colitis is a disease that causes inflammation, or swelling, and ulcers in the inner lining of the large intestine. The large intestine includes the colon and the rectumthe lower end of the large intestine leading to the anus. Normally, the large intestine absorbs water from stool and changes it from a liquid to a solid. In ulcerative colitis, the inflammation causes loss of the lining of the large intestine, leading to bleeding, production of pus, diarrhea, and abdominal discomfort.
                
More information is provided in the NIDDK health topic, Ulcerative Colitis.
                
Crohns disease. Crohns disease is a disease that causes inflammation and irritation of any part of the GI tract. The end part of the small intestine, called the ileum, is most commonly affected. In Crohns disease, inflammation can extend through the entire wall of the GI tract, leading to possible complications. Swelling can cause pain and can make the intestine empty frequently, resulting in diarrhea.
                
More information is provided in the NIDDK health topics:
                
- Crohns Disease  - What I need to know about Crohns Disease"
What are the symptoms of Chronic Diarrhea in Children ?,0000089-3,symptoms,"Symptoms that accompany chronic diarrhea in children depend on the cause of the diarrhea. Symptoms can include
                
- cramping  - abdominal pain  - nausea or vomiting  - fever  - chills  - bloody stools
                
Children with chronic diarrhea who have malabsorption can experience
                
- bloating and swelling, also called distention, of the abdomen  - changes in appetite  - weight loss or poor weight gain
                

                
Consult a Health Care Provider   A childs parent or caretaker should consult a health care provider if the child   - has diarrhea for more than 24 hours   - is younger than 6 months old   - has received treatment and the diarrhea persists    Children with any of the following symptoms should see a health care provider right away:   - signs of malabsorptionbloating and swelling of the abdomen, changes in appetite, and weight loss or poor weight gain   - severe abdominal or rectal pain   - a fever of 102 degrees or higher   - stools containing blood or pus    More information is provided in the NIDDK health topics:   - Diarrhea   - What I need to know about Diarrhea"
What causes Chronic Diarrhea in Children ?,0000089-5,causes,"To determine the cause of chronic diarrhea in children, the health care provider will take a complete medical and family history and conduct a physical exam, and may perform tests.
                
Medical and family history. Taking a medical and family history is one of the first things a health care provider may do to help determine the cause of chronic diarrhea. He or she will ask for information about symptoms, such as
                
- how long the child has had diarrhea  - the amount of stool passed  - the frequency of diarrhea  - the appearance of the stool  - the presence of other symptoms that accompany diarrhea
                
The health care provider will ask about the childs diet and may recommend keeping a diary of the childs diet and bowel habits. If the health care provider suspects a food allergy or intolerance, he or she may recommend changing the childs diet to see if symptoms improve.
                
The health care provider may also ask about family medical history. Some of the conditions that cause chronic diarrhea, such as celiac disease and lactose intolerance, run in families.
                
Physical exam. After taking a medical history, a health care provider will perform a physical exam, which may help determine the cause of chronic diarrhea. During a physical exam, a health care provider usually
                
- examines a childs body  - uses a stethoscope to listen to bodily sounds  - taps on specific areas of the childs body
                
Tests. The health care provider may perform one or more of the following tests:
                
- Stool test. A stool test is the analysis of a sample of stool. The health care provider will give the parent or caretaker a container for catching and storing the stool. The parent or caretaker returns the sample to the health care provider or a commercial facility that will send the sample to a lab for analysis. Stool tests can show the presence of blood, bacteria, or parasites or signs of diseases and disorders. The health care provider may also do a rectal exam, sometimes during the physical exam. For a rectal exam, the health care provider inserts a gloved, lubricated finger into the rectum to check for blood in the stool.    - Blood test. A blood test involves drawing blood at a health care providers office or a commercial facility and sending the sample to a lab for analysis. The blood test can show signs of certain diseases and disorders that can cause chronic diarrhea in children, including      - high levels of white blood cells, which may be a sign of inflammation or infection somewhere in the body    - anemia, which may be a sign of bleeding in the GI tract or of malabsorption    - the presence of certain antibodiesproteins that react against the bodys own cells or tissueswhich may be a sign of celiac disease      - Hydrogen breath test. This test measures the amount of hydrogen in a childs breath. Normally, only a small amount of hydrogen is detectable in the breath. However, bacteria break down sugarssuch as lactose and fructosethat are not digested by the small intestine and produce high levels of hydrogen. In small intestinal bacterial overgrowth, bacteria break down sugars in the small intestine and produce hydrogen.  For this test, the child breathes into a balloonlike container that measures hydrogen. Then, the child drinks a lactose-loaded beverage, and the childs breath is analyzed at regular intervals to measure the amount of hydrogen. In most cases, a health care provider performs this test at a hospital, on an outpatient basis. A health care provider may use a hydrogen breath test to check for signs of lactose intolerance, fructose intolerance, or small intestinal bacterial overgrowth.    - Upper GI endoscopy. This procedure involves using an endoscopea small, flexible tube with a lightto see the upper GI tract, which includes the esophagus, stomach, and duodenum, the first part of the small intestine. A gastroenterologista doctor who specializes in digestive diseasesperforms the test at a hospital or an outpatient center. The endoscope is carefully fed down the esophagus and into the stomach and duodenum. A small camera mounted on the endoscope transmits a video image to a monitor, allowing close examination of the intestinal lining. A child may receive a liquid anesthetic that is gargled or sprayed on the back of the throat. A health care provider will place an intravenous (IV) needle in a vein in the arm if general anesthesia is given.  The health care provider may use instruments passed through the endoscope to perform a biopsy or collect fluid. A biopsy is a procedure that involves taking a piece of tissue for examination with a microscope. A pathologista doctor who specializes in diagnosing diseasesexamines the tissues in a lab. This test can show problems in the upper GI tract that may cause chronic diarrhea. For example, a biopsy of the small intestine can show signs of celiac disease. A health care provider may use a fluid sample from the small intestine to check for bacteria to diagnose small intestinal bacterial overgrowth.    - Flexible sigmoidoscopy or colonoscopy. While these tests are similar, a health care provider uses a colonoscopy to view the rectum and entire colon and a flexible sigmoidoscopy to view just the rectum and lower colon. A gastroenterologist performs these tests at a hospital or an outpatient center. For both tests, the health care provider will give written bowel prep instructions for the child to follow at home. The health care provider may ask that the child follow a clear liquid diet the day before either test. The child may require a laxative for 4 days before either test or only the day before either test. The child may require an enema the day before either test. These medications cause diarrhea, so the child should stay close to a bathroom during the bowel prep.  In most cases, light anesthesia, and possibly pain medication, helps the child relax. For either test, the child will lie on a table while the gastroenterologist inserts a flexible tube into the anus. A small camera on the tube sends a video image of the intestinal lining to a computer screen. The gastroenterologist may also perform a biopsy by taking a small piece of tissue from the intestinal lining. The child will not feel the biopsy. These tests can show problems in the rectum or colon, such as signs of IBD.  Cramping or bloating may occur during the first hour after these tests. The child should recover fully by the next day and be able to return to a normal diet."
What are the treatments for Chronic Diarrhea in Children ?,0000089-6,treatment,"The treatment for chronic diarrhea will depend on the cause. Some common causes of chronic diarrhea are treated as follows:
                
- Infections. If a child has prolonged problems digesting certain carbohydrates or proteins after an acute infection, a health care provider may recommend changes in diet. A child may need antibiotics or medications that target parasites to treat infections that do not go away on their own. A health care provider may also prescribe antibiotics to treat small intestinal bacterial overgrowth.    - Functional GI disorders. For toddlers diarrhea, treatment is usually not needed. Most children outgrow toddlers diarrhea by the time they start school. In many children, limiting fruit juice intake and increasing the amount of fiber and fat in the diet may improve symptoms of toddlers diarrhea.  A health care provider may treat IBS with      - changes in diet.    - medication.    - probioticslive microorganisms, usually bacteria, that are similar to microorganisms normally found in the GI tract. Studies have found that probiotics, specifically Bifidobacteria and certain probiotic combinations, improve symptoms of IBS when taken in large enough amounts. However, researchers are still studying the use of probiotics to treat IBS.    - psychological therapy.
                
To help ensure coordinated and safe care, people should discuss their use of complementary and alternative medical practices, including their use of dietary supplements and probiotics, with their health care provider. Read more at www.nccam.nih.gov/health/probiotics.
                

                
- Food allergies and intolerances. A health care provider will recommend changes in diet to manage symptoms of food allergies and intolerances. To treat food allergies, the childs parent or caretaker should remove the food that triggers the allergy from the childs diet.  For children with celiac disease, following a gluten-free diet will stop symptoms, heal existing intestinal damage, and prevent further damage.  The childs parent or caretaker can manage the symptoms of lactose intolerance with changes in the childs diet and by using products that contain the lactase enzyme. Most children with lactose intolerance can tolerate some amount of lactose in their diet. The amount of change needed in the diet depends on how much lactose a child can consume without symptoms.  For children with dietary fructose intolerance, reducing the amount of fructose in the diet can relieve symptoms.    - IBD. A health care provider may use medications, surgery, and changes in diet to treat IBD."
What to do for Chronic Diarrhea in Children ?,0000089-7,considerations,A health care provider may recommend changing a childs diet to treat the cause of chronic diarrhea. Making sure that children receive proper nutrition is important for growth and development. A childs parent or caretaker should talk with a health care provider about changing the childs diet to treat chronic diarrhea.
What to do for Chronic Diarrhea in Children ?,0000089-8,considerations,"- Diarrhea is loose, watery stools. Chronic, or long lasting, diarrhea typically lasts for more than 4 weeks.  - Many diseases and disorders can cause chronic diarrhea in children. Common causes include infections, functional gastrointestinal (GI) disorders, food allergies and intolerances, and inflammatory bowel disease (IBD).  - Symptoms that accompany chronic diarrhea in children depend on the cause of the diarrhea. Symptoms can include cramping, abdominal pain, nausea or vomiting, fever, chills, or bloody stools.  - Children with chronic diarrhea who have malabsorption can experience bloating and swelling of the abdomen, changes in appetite, or weight loss or poor weight gain.  - Children with any of the following symptoms should see a health care provider right away: signs of malabsorption, severe abdominal or rectal pain, a fever of 102 degrees or higher, or stools containing blood or pus.  - To determine the cause of chronic diarrhea, the health care provider will take a complete medical and family history and conduct a physical exam, and may perform tests.  - The treatment for chronic diarrhea will depend on the cause.  - A childs parent or caretaker should talk with a health care provider about changing the childs diet to treat chronic diarrhea."
